Town,County
Skerryvore,Argyll and Bute
Skerth Drain,Lincolnshire
Skerton,Lancashire
Sketchley,Leicestershire
Sketty,Swansea
Skewen,Neath Port Talbot
Skewes,Cornwall
Skewsby,North Yorkshire
Skeyton,Norfolk
Skeyton Corner,Norfolk
Skidbrooke,Lincolnshire
Skidbrooke North End,Lincolnshire
Skidby,North Yorkshire
Skiddaw,Cumbria
Skilgate,Somerset
Skilling,Dorset
Skillington,Lincolnshire
Skinburness,Cumbria
Skinflats,Stirlingshire
Skinidin,Highland
Skinners Green,Berkshire
Skinnerton,Highland
Skinnet,Highland
Skinningrove,West Yorkshire
Skinsdale,Highland
Skipness,Argyll and Bute
Skipness Point,Argyll and Bute
Skipper Island,Essex
Skippool,Lancashire
Skiprigg,Cumbria
Skipsea,North Yorkshire
Skipsea Brough,North Yorkshire
Skipton,North Yorkshire
Skipton-on-Swale,North Yorkshire
Skipwith,North Yorkshire
Skirbeck,Lincolnshire
Skirbeck Quarter,Lincolnshire
Skirethorns,North Yorkshire
Skirlaugh,North Yorkshire
Skirling,Scottish Borders
Skirmett,Buckinghamshire
Skirpenbeck,North Yorkshire
Skirwith,Cumbria
Skirza,Highland
Skitby,Cumbria
Skitham,Lancashire
Skittle Green,Buckinghamshire
Skokholm Island,Pembrokeshire
Skomer Island,Pembrokeshire
Skulamus,Highland
Skullomie,Highland
Skyborry Green,Powys
Skye Green,Essex
Skye of Curr,Highland
Skyfog,Pembrokeshire
Skyreburn,Dumfries and Galloway
Skyreholme,North Yorkshire
Slack,Derbyshire
Slack,West Yorkshire
Slack Head,Cumbria
The Slack,Durham
Slackcote,Lancashire
Slackhall,Derbyshire
Slackhead,Moray
Slackholme End,Lincolnshire
Slad,Gloucestershire
Sladbrook,Gloucestershire
Slade,Devon
Slade,Pembrokeshire
Slade,Kent
Slade End,Oxfordshire
Slade Green,Greater London
Slade Heath,Staffordshire
Slade Hooton,South Yorkshire
Sladen Green,Hampshire
Slades Green,Worcestershire
Sladesbridge,Cornwall
Slaggyford,Northumberland
Slaidburn,Lancashire
Slaithwaite,West Yorkshire
Slaley,Derbyshire
Slaley,Northumberland
Slamannan,Stirlingshire
Slape Cross,Somerset
Slapewath,West Yorkshire
Slapton,Buckinghamshire
Slapton,Devon
Slapton,Northamptonshire
Slateford,Edinburgh
Slatepit Dale,Derbyshire
Slattocks,Lancashire
Slaugham,West Sussex
Slaughter Hill,Cheshire
Slaughterbridge,Cornwall
Slaughterford,Wiltshire
Slaughterhouse Point,Kent
Slawston,Leicestershire
Slay Pits,South Yorkshire
Slea,Lincolnshire
Sleach Water,Highland
Sleaford,Hampshire
Sleaford,Lincolnshire
Sleagill,Cumbria
Sleap,Shropshire
Sleapford,Shropshire
Sleapshyde,Hertfordshire
Slebech,Pembrokeshire
Sledge Green,Worcestershire
Sledmere,North Yorkshire
Sleeches Cross,East Sussex
Sleepers Hill,Hampshire
Sleet Moor,Derbyshire
Sleetbeck,Cumbria
Sleight,Dorset
Sleights,North Yorkshire
Slepe,Dorset
Sliabh na h-Airde,Western Isles
Slickly,Highland
Sliddery,East Ayrshire
Sliddery Water,East Ayrshire
Slidderywater Foot,East Ayrshire
Slideslow,Worcestershire
Slimbridge,Gloucestershire
Slindon,West Sussex
Slindon,Staffordshire
Slinfold,West Sussex
Sling,Gloucestershire
Slingsby,North Yorkshire
Slioch,Highland
Slip End,Bedfordshire
Slip End,Hertfordshire
Slippery Ford,West Yorkshire
Slipton,Northamptonshire
Slitting Mill,Staffordshire
Slochnacraig,Perth and Kinross
Slockavullin,Argyll and Bute
Sloley,Norfolk
Sloncombe,Devon
Sloothby,Lincolnshire
Slough,Powys
Slough,Berkshire
Slough Green,Somerset
Slough Green,West Sussex
Slough Hill,Suffolk
Sluggan,Highland
Sluggans,Highland
Sly Corner,Kent
Slyfield,Surrey
Slyne,Lancashire
Smailholm,Scottish Borders
Small Burn,Northumberland
Small Dole,West Sussex
Small End,Lincolnshire
Small Heath,West Midlands
Small Hythe,Kent
Small Way,Somerset
Smallbridge,Lancashire
Smallbrook,Gloucestershire
Smallbrook,Devon
Smallburgh,Norfolk
Smallburn,East Ayrshire
Smalldale,Derbyshire
Smalley,Derbyshire
Smalley Common,Derbyshire
Smalley Green,Derbyshire
Smallfield,Surrey
Smallford,Hertfordshire
Smallholm,Dumfries and Galloway
Smallmarsh,Devon
Smallrice,Staffordshire
Smallridge,Devon
Smallshaw,Greater Manchester
Smallthorne,Staffordshire
Smallwood,Cheshire
Smallwood,Worcestershire
Smallwood Green,Suffolk
Smallwood Hey,Lancashire
Smallworth,Suffolk
Smannell,Hampshire
Smardale,Cumbria
Smarden,Kent
Smarden Bell,Kent
Smeatharpe,Devon
Smeaton,Fife
Smeeth,Kent
The Smeeth,Norfolk
Smeeton Westerby,Leicestershire
Smelthouses,North Yorkshire
Smerclate,Western Isles
Smestow,Staffordshire
Smethcott,Shropshire
Smethwick,West Midlands
Smethwick Green,Cheshire
Smigel Burn,Highland
Smirisary,Highland
Smisby,Derbyshire
Smite Hill,Worcestershire
Smith End Green,Worcestershire
Smith Green,Lancashire
Smithaleigh,Devon
Smithbrook,West Sussex
Smithfield,Cumbria
Smithies,South Yorkshire
The Smithies,Shropshire
Smithincott,Devon
Smithley,South Yorkshire
Smiths Green,Cheshire
Smithstown,Highland
Smithton,Highland
Smithwood Green,Suffolk
Smithy Bridge,Lancashire
Smithy Gate,Flintshire
Smithy Green,Cheshire
Smithy Hill,Fife
Smithy Houses,Derbyshire
Smithy Lane Ends,Lancashire
Smock Alley,West Sussex
Smockington,Warwickshire
Smoky Row,Buckinghamshire
Smug Oak,Hertfordshire
Snagshall,East Sussex
Snailbeach,Shropshire
Snails Hill,Somerset
Snailswell,Hertfordshire
Snailwell,Cambridgeshire
Snainton,North Yorkshire
Snaisgill,Durham
Snaith,North Yorkshire
Snape,Suffolk
Snape,North Yorkshire
Snape Brook,Cheshire
Snape Green,Lancashire
Snape Hill,Derbyshire
Snape Hill,South Yorkshire
Snapper,Devon
Snaresbrook,Greater London
Snarestone,Leicestershire
Snarford,Lincolnshire
Snargate,Kent
Snatchwood,Torfaen
Snave,Kent
Sneachill,Worcestershire
Snead,Shropshire
Snead Common,Worcestershire
Sneads Green,Worcestershire
Sneath Common,Norfolk
Sneaton,North Yorkshire
Sneatonthorpe,North Yorkshire
Snedshill,Shropshire
Sneinton,Nottinghamshire
Snelland,Lincolnshire
Snelston,Derbyshire
Snetterton,Norfolk
Snettisham,Norfolk
Sneyd Green,Staffordshire
Sneyd Park,Somerset
Snibston,Leicestershire
Snipeshill,Kent
Sniseabhal,Western Isles
Snitter,Northumberland
Snitterby,Lincolnshire
Snitterfield,Warwickshire
Snitterton,Derbyshire
Snitton,Shropshire
Snittongate,Shropshire
Snodhill,Herefordshire
Snodland,Kent
Snods Edge,Northumberland
Snow End,Hertfordshire
Snow Hill,Cheshire
Snow Hill,West Yorkshire
Snow Lea,West Yorkshire
Snow Street,Norfolk
Snowden Hill,South Yorkshire
Snowdon,Gwynedd
Snowdown,Kent
Snowshill,Gloucestershire
Snydale,West Yorkshire
Soa,Argyll and Bute
Soa,Highland
Soa Island,Argyll and Bute
Soake,Hampshire
Soar,Gwynedd
Soar,Powys
Soar,Leicestershire
Soar,Devon
Soar,Anglesey/Sir Fon
Soar,Nottinghamshire
Soay,Western Isles
Soay Beag,Western Isles
Soay Mor,Western Isles
Soberton,Hampshire
Soberton Heath,Hampshire
Socach Burn,Argyll and Bute
Socach Eas Ban Burn,Argyll and Bute
Soch,Gwynedd
Sockbridge,Cumbria
Sockburn,North Yorkshire
Sockety,Dorset
Sodom,Wiltshire
Sodom,Denbighshire
Sodylt Bank,Shropshire
Soham,Cambridgeshire
Soham Cotes,Cambridgeshire
Soho,West Midlands
Soho,Somerset
Soho,Greater London
Soldon Cross,Devon
Soldridge,Hampshire
Sole Street,Kent
Solent Breezes,Hampshire
Solihull,West Midlands
Solihull Lodge,West Midlands
Solitote,Highland
Sollas,Western Isles
Sollers Dilwyn,Herefordshire
Sollers Hope,Herefordshire
Sollom,Lancashire
Solon Mor,Western Isles
Solva,Pembrokeshire
Somerby,Lincolnshire
Somerby,Leicestershire
Somercotes,Derbyshire
Somerdale,Somerset
Somerford,Staffordshire
Somerford,Cheshire
Somerford,Dorset
Somerford Keynes,Gloucestershire
Somerley,West Sussex
Somerleyton,Suffolk
Somers Town,Greater London
Somers Town,Hampshire
Somersal Herbert,Derbyshire
Somersby,Lincolnshire
Somersham,Suffolk
Somersham,Cambridgeshire
Somerton,Oxfordshire
Somerton,Somerset
Somerton,Newport
Somerton,Suffolk
Somerton Hill,Somerset
Somerwood,Shropshire
Sompting,West Sussex
Sompting Abbotts,West Sussex
Sonning,Oxfordshire
Sonning Common,Oxfordshire
Sonning Eye,Oxfordshire
Sontley,Wrexham
Sookholme,Nottinghamshire
Soonhope Burn,Scottish Borders
Sopley,Hampshire
Sopwell,Hertfordshire
Sopworth,Wiltshire
Soray,Western Isles
Sorbie,Dumfries and Galloway
Sorisdale,Argyll and Bute
Sorley,Devon
Sorn,East Ayrshire
Sorn,Argyll and Bute
Sornhill,East Ayrshire
Soroba,Argyll and Bute
Sortat,Highland
Sotby,Lincolnshire
Sothall,South Yorkshire
Sots Hole,Lincolnshire
Sotterley,Suffolk
Soudley,Shropshire
Soughley,South Yorkshire
Soughton (Sychdyn),Flintshire
Soulbury,Buckinghamshire
Soulby,Cumbria
Souldern,Oxfordshire
Souldrop,Bedfordshire
Soulgill Beck,Durham
Soulton Brook,Shropshire
Sound,Cheshire
Sound,Shetland Isles
Sound Gruney,Shetland Isles
Sound Heath,Cheshire
Soundwell,Gloucestershire
Sour Nook,Cumbria
Sourhope,Scottish Borders
Sourin,Orkney
Sourlie,East Ayrshire
Sourton,Devon
Soutergate,Cumbria
South Acre,Norfolk
South Acton,Greater London
South Alkham,Kent
South Allington,Devon
South Alloa,Clackmannanshire
South Ambersham,West Sussex
South Anston,South Yorkshire
South Ascot,Berkshire
South Ashford,Kent
South Aywick,Shetland Isles
South Baddesley,Hampshire
South Ballachulish,Highland
South Bank,West Yorkshire
South Bank,North Yorkshire
South Barrow,Somerset
South Beach,Northumberland
South Beach (Marian-y-de),Gwynedd
South Beddington,Greater London
South Benfleet,Essex
South Bents,Tyne and Wear
South Bersted,West Sussex
South Binnes Island,Hampshire
South Blainslie,Scottish Borders
South Bockhampton,Dorset
South Boisdale,Western Isles
South Bowood,Dorset
South Brachmont,Aberdeenshire
South Bramwith,South Yorkshire
South Brent,Devon
South Brewham,Somerset
South Bromley,Greater London
South Broomage,Stirlingshire
South Broomhill,Northumberland
South Burlingham,Norfolk
South Burn,Orkney
South Burn of Burrafirth,Shetland Isles
South Cadbury,Somerset
South Carlton,Nottinghamshire
South Carlton,Lincolnshire
South Carne,Cornwall
South Cave,North Yorkshire
South Cerney,Gloucestershire
South Chailey,East Sussex
South Chard,Somerset
South Charlton,Northumberland
South Cheriton,Somerset
South Church,Durham
South Cliffe,North Yorkshire
South Clifton,Nottinghamshire
South Clunes,Highland
South Cockerington,Lincolnshire
South Common,Devon
South Cookney,Aberdeenshire
South Cornelly,Glamorgan
South Corriegills,East Ayrshire
South Corrielaw,Dumfries and Galloway
South Cove,Suffolk
South Creake,Norfolk
South Crosland,West Yorkshire
South Croxton,Leicestershire
South Croydon,Greater London
South Cuil,Highland
South Dalton,North Yorkshire
South Darenth,Kent
South Denes,Norfolk
South Down,Hampshire
South Down,Somerset
South Downs,East Sussex
South Downs,West Sussex
South Duffield,North Yorkshire
South Earlswood,Surrey
South Elkington,Lincolnshire
South Elmsall,West Yorkshire
South Elphinstone,East Lothian
South End,Norfolk
South End,Lincolnshire
South End,Cumbria
South End,Bedfordshire
South End,North Yorkshire
South End,Buckinghamshire
South End,Hampshire
South Erradale,Highland
South Esk,Scottish Borders
South Esk,Angus
South Fambridge,Essex
South Farnborough,Hampshire
South Fawley,Berkshire
South Feorline,East Ayrshire
South Ferriby,Lincolnshire
South Field,Berkshire
South Field,North Yorkshire
South Flobbets,Aberdeenshire
South Foreland,Kent
South Forty Foot Drain,Lincolnshire
South Garvan,Highland
South Glendale,Western Isles
South Gluss,Shetland Isles
South Godstone,Surrey
South Gorley,Hampshire
South Gosforth,Tyne and Wear
South Green,Suffolk
South Green,Norfolk
South Green,Essex
South Green,Kent
South Gyle,Edinburgh
South Hackney,Greater London
South Ham,Hampshire
South Hampstead,Greater London
South Hanningfield,Essex
South Harefield,Greater London
South Harrow,Greater London
South Harting,West Sussex
South Hatfield,Hertfordshire
South Havra,Shetland Isles
South Hayling,Hampshire
South Heath,Buckinghamshire
South Heath,Essex
South Heighton,East Sussex
South Hetton,Durham
South Hiendley,West Yorkshire
South Hill,Pembrokeshire
South Hill,Cornwall
South Hill,Somerset
South Hinksey,Oxfordshire
South Hole,Devon
South Holland Main Drain,Lincolnshire
South Holme,North Yorkshire
South Holmwood,Surrey
South Hornchurch,Greater London
South Huish,Devon
South Hykeham,Lincolnshire
South Hylton,Tyne and Wear
South Isle of Gletness,Shetland Isles
South Kelsey,Lincolnshire
South Kensington,Greater London
South Kessock,Highland
South Killingholme,Lincolnshire
South Kilvington,North Yorkshire
South Kilworth,Leicestershire
South Kingennie,Angus
South Kirkby,West Yorkshire
South Kirkton,Aberdeenshire
South Kiscadale,East Ayrshire
South Knighton,Leicestershire
South Knighton,Devon
South Kyme,Lincolnshire
South Lambeth,Greater London
South Lancing,West Sussex
South Lane,South Yorkshire
South Leigh,Oxfordshire
South Leverton,Nottinghamshire
South Littleton,Worcestershire
South Lochboisdale,Western Isles
South Lopham,Norfolk
South Luffenham,Rutland
South Malling,East Sussex
South Marston,Wiltshire
South Merstham,Surrey
South Middleton,Northumberland
South Milford,North Yorkshire
South Milton,Devon
South Mimms,Hertfordshire
South Molton,Devon
South Moor,Durham
South Morar,Highland
South Moreton,Oxfordshire
South Mundham,West Sussex
South Muskham,Nottinghamshire
South Ness,Shetland Isles
South Newbald,North Yorkshire
South Newbarns,Cumbria
South Newington,Oxfordshire
South Newsham,Northumberland
South Newton,Wiltshire
South Normanton,Derbyshire
South Norwood,Greater London
South Nutfield,Surrey
South Ockendon,Essex
South Ormsby,Lincolnshire
South Ossett,West Yorkshire
South Otterington,North Yorkshire
South Owersby,Lincolnshire
South Oxhey,Hertfordshire
South Park,Surrey
South Parks,Fife
South Pelaw,Durham
South Perrott,Dorset
South Petherton,Somerset
South Petherwin,Cornwall
South Pickenham,Norfolk
South Pill,Cornwall
South Pool,Cornwall
South Poorton,Dorset
South Powrie,Dundee
South Queich,Perth and Kinross
South Quilquox,Aberdeenshire
South Radworthy,Devon
South Rauceby,Lincolnshire
South Raynham,Norfolk
South Reddish,Cheshire
South Reston,Lincolnshire
South Ronaldsay,Orkney
South Ruislip,Greater London
South Runcton,Norfolk
South Scarle,Nottinghamshire
South Scousburgh,Shetland Isles
South Shian,Argyll and Bute
South Shields,Tyne and Wear
South Shore,Lancashire
South Side,Durham
South Somercotes,Lincolnshire
South Stainley,North Yorkshire
South Stainmore,Cumbria
South Stanley,Durham
South Stifford,Essex
South Stoke,Oxfordshire
South Stoke,West Sussex
South Stour,Kent
South Straiton,Fife
South Street,Greater London
South Street,East Sussex
South Street,Kent
South Tawton,Devon
South Tehidy,Cornwall
South Thoresby,Lincolnshire
South Tidworth,Wiltshire
South Tottenham,Greater London
South Town,Hampshire
South Town,Devon
South Twerton,Somerset
South Tyne,Northumberland
South Tyne,Cumbria
South Ugie Water,Aberdeenshire
South Uist,Western Isles
South Ulverston,Cumbria
South View,Hampshire
South Walls,Orkney
South Walsham,Norfolk
South Wamses,Northumberland
South Warnborough,Hampshire
South Weald,Essex
South Weirs,Hampshire
South West Point,Devon
South Weston,Oxfordshire
South Wheatley,Cornwall
South Wheatley,Nottinghamshire
South Widcombe,Somerset
South Wigston,Leicestershire
South Willesborough,Kent
South Willingham,Lincolnshire
South Wimbledon,Greater London
South Wingate,Durham
South Wingfield,Derbyshire
South Witham,Lincolnshire
South Wonford,Devon
South Wonston,Hampshire
South Woodford,Greater London
South Woodham Ferrers,Essex
South Wootton,Norfolk
South Wraxall,Wiltshire
South Yardley,West Midlands
South Yeo,Devon
South Zeal,Devon
South-end,Hertfordshire
South-haa,Shetland Isles
Southall,Greater London
Southam,Cumbria
Southam,Warwickshire
Southam,Gloucestershire
Southampton,Hampshire
Southay,Somerset
Southborough,Kent
Southborough,Greater London
Southbourne,Dorset
Southbourne,West Sussex
Southbrook,Wiltshire
Southburgh,Norfolk
Southburn,North Yorkshire
Southchurch,Essex
Southcoombe,Oxfordshire
Southcote,Berkshire
Southcott,Devon
Southcott,Wiltshire
Southcott,Cornwall
Southcourt,Buckinghamshire
Southcrest,Worcestershire
Southdean,Scottish Borders
Southdene,Merseyside
Southdown,Somerset
Southdown,Cornwall
Southease,East Sussex
Southend,Oxfordshire
Southend,Buckinghamshire
Southend,Berkshire
Southend,Gloucestershire
Southend,Greater London
Southend,Argyll and Bute
Southend-on-Sea,Essex
Southerly,Devon
Southern Cross,West Sussex
Southern Green,Hertfordshire
Southernby,Cumbria
Southerndown,Glamorgan
Southerness,Dumfries and Galloway
Southerness Point,Dumfries and Galloway
Southerquoy,Orkney
Southerton,Devon
Southery,Norfolk
Southey Green,Essex
Southfield,Northumberland
Southfields,Greater London
Southfields,Essex
Southfleet,Kent
Southford,Isle of Wight
Southgate,Swansea
Southgate,Greater London
Southgate,Cheshire
Southgate,Norfolk
Southgate,Ceredigion
Southgate,West Sussex
Southill,Dorset
Southill,Bedfordshire
Southington,Hampshire
Southlands,Dorset
Southleigh,Devon
Southmarsh,Somerset
Southmead,Bristol
Southminster,Essex
Southmoor,Oxfordshire
Southmuir,Angus
Southoe,Cambridgeshire
Southolt,Suffolk
Southorpe,Cambridgeshire
Southover,Dorset
Southover,East Sussex
Southowram,West Yorkshire
Southport,Merseyside
Southpunds,Shetland Isles
Southrepps,Norfolk
Southrey,Lincolnshire
Southrop,Oxfordshire
Southrop,Gloucestershire
Southrope,Hampshire
Southsea,Wrexham
Southsea,Hampshire
Southside,Orkney
Southstoke,Somerset
Southtown,Norfolk
Southtown,Somerset
Southville,Devon
Southville,Torfaen
Southwaite,Cumbria
Southwater,West Sussex
Southwater Street,West Sussex
Southway,Devon
Southway,Somerset
Southwell,Dorset
Southwell,Nottinghamshire
Southwick,Somerset
Southwick,Durham
Southwick,Northamptonshire
Southwick,Hampshire
Southwick,West Sussex
Southwick,Wiltshire
Southwold,Suffolk
Southwood,Somerset
Southwood,Norfolk
Southwood,Hampshire
Southwood,Derbyshire
Sow,Staffordshire
Sowe,Warwickshire
Sowe,West Midlands
Sower Carr,Lancashire
Sowerby,West Yorkshire
Sowerby,North Yorkshire
Sowerby Bridge,West Yorkshire
Sowerby Row,Cumbria
Sowley Green,Suffolk
Sowood,West Yorkshire
Sowood Green,West Yorkshire
Sowton,Devon
Sowton Barton,Devon
Soyal,Highland
Soyland Town,West Yorkshire
Spa Common,Norfolk
Spacey Houses,North Yorkshire
Spalding,Lincolnshire
Spaldington,North Yorkshire
Spaldwick,Cambridgeshire
Spalford,Nottinghamshire
Spanby,Lincolnshire
Spango,East Renfrewshire
Spanish Green,Hampshire
Sparham,Norfolk
Sparhamhill,Norfolk
Spark Bridge,Cumbria
Sparkbrook,West Midlands
Sparkford,Somerset
Sparkhill,West Midlands
Sparkwell,Devon
Sparnon Gate,Cornwall
Sparrow Green,Norfolk
Sparrow Hill,Somerset
Sparrowpit,Derbyshire
Sparsholt,Oxfordshire
Sparsholt,Hampshire
Spartylea,Northumberland
Spath,Staffordshire
Spaunton,North Yorkshire
Spaxton,Somerset
Spean,Highland
Spean Bridge,Highland
Spearywell,Hampshire
Speckington,Somerset
Speed Gate,Kent
Speedwell,Bristol
Speen,Buckinghamshire
Speen,Berkshire
Speeton,North Yorkshire
Speke,Lancashire
Speldhurst,Kent
Spellbrook,Hertfordshire
Spelsbury,Oxfordshire
Spelter,Glamorgan
Spen,West Yorkshire
Spen Green,Cheshire
Spencers Wood,Berkshire
Spennells,Worcestershire
Spennithorne,North Yorkshire
Spennymoor,Durham
Spernall,Warwickshire
Sperrin,County Tyrone
Spetchley,Worcestershire
Spetisbury,Dorset
Spexhall,Suffolk
Spey,Highland
Spey,Moray
Spey Bay,Moray
Speybank,Highland
Speybridge,Highland
Spilsby,Lincolnshire
Spindlestone,Northumberland
Spinkhill,Derbyshire
Spinney Hill,Northamptonshire
Spinney Hills,Leicestershire
Spinningdale,Highland
Spion Kop,Nottinghamshire
Spirthill,Wiltshire
Spital,Merseyside
Spital,Berkshire
Spital Hill,South Yorkshire
Spital Tongues,Tyne and Wear
Spital in the Street,Lincolnshire
Spitalbrook,Hertfordshire
Spitalfields,Greater London
Spitalhill,Derbyshire
Spithurst,East Sussex
Spittal,Dumfries and Galloway
Spittal,Pembrokeshire
Spittal,North Yorkshire
Spittal,Highland
Spittal,Northumberland
Spittal,Stirlingshire
Spittal,East Lothian
Spittal of Glenshee,Perth and Kinross
Spittalfield,Perth and Kinross
Spittlegate,Lincolnshire
Spixworth,Norfolk
Splatt,Somerset
Splatt,Devon
Splatt,Cornwall
Splott,Cardiff
Spofforth,North Yorkshire
Spon End,West Midlands
Spon Green,Flintshire
Spondon,Derbyshire
Spooner Row,Norfolk
Spoonleygate,Shropshire
Sporle,Norfolk
Spotland Bridge,Lancashire
Spott,East Lothian
Spout,Dumfries and Galloway
Spratton,Northamptonshire
Spreakley,Surrey
Spreyton,Devon
Spriddlestone,Devon
Spridlington,Lincolnshire
Spring Bank,Cumbria
Spring Cottage,Derbyshire
Spring End,North Yorkshire
Spring Gardens,Somerset
Spring Gdns,Shropshire
Spring Green,Lancashire
Spring Grove,Greater London
Spring Hill,Staffordshire
Spring Hill,Lancashire
Spring Park,Greater London
Spring Town,County Londonderry
Spring Vale,South Yorkshire
Springbank,Gloucestershire
Springboig,Glasgow
Springbourne,Dorset
Springburn,Glasgow
Springfield,Dumfries and Galloway
Springfield,West Midlands
Springfield,Highland
Springfield,Essex
Springfield,Buckinghamshire
Springfield,Fife
Springfield,County Fermanagh
Springfield,Lancashire
Springfield,Staffordshire
Springfield,Caerphilly
Springfields,Staffordshire
Springhead,Lancashire
Springhill,East Renfrewshire
Springhill,Isle of Wight
Springhill,North Lanarkshire
Springhill,Staffordshire
Springkell,Dumfries and Galloway
Springside,East Ayrshire
Springthorpe,Lincolnshire
Springwell,Tyne and Wear
Springwell,Essex
Springwells,Dumfries and Galloway
Sprint,Cumbria
Sproatley,North Yorkshire
Sproston Green,Cheshire
Sprotbrough,South Yorkshire
Sproughton,Suffolk
Sprouston,Scottish Borders
Sprowston,Norfolk
Sproxton,North Yorkshire
Sproxton,Leicestershire
Sprunston,Cumbria
Spunhill,Shropshire
Spur Ness,Orkney
Spurlands End,Buckinghamshire
Spurn Head,North Yorkshire
Spurstow,Cheshire
Spurtree,Shropshire
Spyway,Dorset
Square and Compass,Pembrokeshire
Squires Gate,Lancashire
Sraid Ruadh,Argyll and Bute
Sron Bheag,Highland
St Abbs,Scottish Borders
St Aethans,Moray
St Agnes,Cornwall
St Agnes Head,Cornwall
St Albans,Hertfordshire
St Allen,Cornwall
St Andrews,Fife
St Annes,Lancashire
St Anthony,Cornwall
St Anthony-in-Meneage,Cornwall
St Arvans,Monmouthshire
St Asaph (Llanelwy),Denbighshire
St Athan,Glamorgan
St Austell,Cornwall
St Austins,Hampshire
St Bees,Cumbria
St Bees Head,Cumbria
St Blazey,Cornwall
St Blazey Gate,Cornwall
St Boswells,Scottish Borders
St Breock,Cornwall
St Breward,Cornwall
St Briavels,Gloucestershire
St Briavels Common,Gloucestershire
St Brides,Pembrokeshire
St Brides Major,Glamorgan
St Brides Wentlooge,Newport
St Budeaux,Devon
St Buryan,Cornwall
St Catherine,Somerset
St Catherines,Argyll and Bute
St Chloe,Gloucestershire
St Clears,Carmarthenshire
St Cleer,Cornwall
St Clement,Cornwall
St Clether,Cornwall
St Colmac,Argyll and Bute
St Columb Major,Cornwall
St Columb Minor,Cornwall
St Columb Road,Cornwall
St Combs,Aberdeenshire
St Cross,Hampshire
St Cross South Elmham,Suffolk
St Cyrus,Aberdeenshire
St Davids,Pembrokeshire
St Day,Cornwall
St Decumans,Somerset
St Dennis,Cornwall
St Denys,Hampshire
St Dials,Torfaen
St Dogmaels,Ceredigion
St Dominick,Cornwall
St Donats,Glamorgan
St Endellion,Cornwall
St Enoder,Cornwall
St Erme,Cornwall
St Erney,Cornwall
St Erth,Cornwall
St Erth Praze,Cornwall
St Ervan,Cornwall
St Eval,Cornwall
St Ewe,Cornwall
St Fagans,Cardiff
St Fergus,Aberdeenshire
St Fillans,Perth and Kinross
St Florence,Pembrokeshire
St Gennys,Cornwall
St George,Bristol
St George,Conwy
St George in the East,Greater London
St Georges,Somerset
St Germans,Cornwall
St Giles,Lincolnshire
St Giles,Greater London
St Giles in the Wood,Devon
St Giles on the Heath,Devon
St Gluvias,Cornwall
St Godwalds,Worcestershire
St Harmon,Powys
St Helen,Cornwall
St Helen Auckland,Durham
St Helena,Warwickshire
St Helens,Cumbria
St Helens,Isle of Wight
St Helens Canal,Cheshire
St Helier,Greater London
St Hilary,Glamorgan
St Hilary,Cornwall
St Ibbs,Hertfordshire
St Illtyd,Blaenau Gwent
St Ippollitts,Hertfordshire
St Issey,Cornwall
St Ive,Cornwall
St Ive Cross,Cornwall
St Ives,Dorset
St Ives,Cambridgeshire
St Ives,Cornwall
St James,Norfolk
St James,Greater London
St James,Dorset
St James South Elmham,Suffolk
St Jidgey,Cornwall
St John,Cornwall
St Johns,Greater London
St Johns,Warwickshire
St Johns,Surrey
St Julians,Newport
St Julians,Hertfordshire
St Just,Cornwall
St Just in Roseland,Cornwall
St Katharines,Wiltshire
St Katherines,Aberdeenshire
St Keverne,Cornwall
St Kew,Cornwall
St Kew Highway,Cornwall
St Keyne,Cornwall
St Kilda (Hirta),Western Isles
St Lawrence,Essex
St Lawrence,Isle of Wight
St Lawrence,Cornwall
St Lawrence,Kent
St Leonards,Dorset
St Leonards,Buckinghamshire
St Leonards,East Sussex
St Levan,Cornwall
St Lythans,Glamorgan
St Mabyn,Cornwall
St Madoes,Perth and Kinross
St Margaret South Elmham,Suffolk
St Margarets,Greater London
St Margarets,Herefordshire
St Margarets,Hertfordshire
St Martin,Cornwall
St Martins,Perth and Kinross
St Mary Bourne,Hampshire
St Mary Church,Glamorgan
St Mary Cray,Greater London
St Mary Hill,Glamorgan
St Mary Hoo,Kent
St Mary in the Marsh,Kent
St Marychurch,Devon
St Maughans,Monmouthshire
St Maughans Green,Monmouthshire
St Mawes,Cornwall
St Mawgan,Cornwall
St Mellion,Cornwall
St Mellons,Cardiff
St Merryn,Cornwall
St Mewan,Cornwall
St Michael Caerhays,Cornwall
St Michael Church,Somerset
St Michael South Elmham,Suffolk
St Michaels,Devon
St Michaels,Worcestershire
St Michaels,Kent
St Micheal Penkevil,Cornwall
St Minver,Cornwall
St Monance,Fife
St Neot,Cornwall
St Neots,Cambridgeshire
St Newlyn East,Cornwall
St Nicholas,Hertfordshire
St Nicholas,Glamorgan
St Nicholas,Pembrokeshire
St Nicholas South Elmham,Suffolk
St Nicholas at Wade,Kent
St Nicolas Park,Warwickshire
St Ninians,Stirlingshire
St Olaves,Norfolk
St Osyth,Essex
St Osyth Heath,Essex
St Pancras,Greater London
St Peter South Elmham,Suffolk
St Peter The Great,Worcestershire
St Peters,Kent
St Petrox,Pembrokeshire
St Pinnock,Cornwall
St Quivox,East Ayrshire
St Ruan,Cornwall
St Stephen,Cornwall
St Stephens,Hertfordshire
St Stephens,Cornwall
St Teath,Cornwall
St Thomas,Swansea
St Thomas,Devon
